@Registro de correciones en las primarias de Podemos para las primarias en la Autonomía de Andalucía de 2015																	
election_id	new_election_id	question_number	candidature_id	action	new_candidature_id	new_candidature_text	new_candidature_category	new_question_max	status	new_question_answer_total_votes_percentage	new_question_min	new_question_num_winners	new_question_description	new_question_layout	new_question_randomize_answer_order	new_question_tally_type	new_question_title
